"V1" "V2" "V3" "V4"
"1" 0 0 0 -1
"2" 0 0 -1 0
"3" 0 -1 0 0
"4" -1 0 0 0
"5" 0 0 0 1
"6" 0 0 1 0
"7" 0 1 0 0
"8" 1 0 0 0
"9" 0 0 -0.707106781186547 -0.707106781186547
"10" 0 -0.707106781186547 0 -0.707106781186547
"11" 0 -0.707106781186547 -0.707106781186547 0
"12" -0.707106781186547 0 0 -0.707106781186547
"13" -0.707106781186547 0 -0.707106781186547 0
"14" -0.707106781186547 -0.707106781186547 0 0
"15" 0 0 -0.707106781186547 0.707106781186547
"16" 0 0 0.707106781186547 -0.707106781186547
"17" 0 -0.707106781186547 0 0.707106781186547
"18" 0 -0.707106781186547 0.707106781186547 0
"19" 0 0.707106781186547 0 -0.707106781186547
"20" 0 0.707106781186547 -0.707106781186547 0
"21" -0.707106781186547 0 0 0.707106781186547
"22" -0.707106781186547 0 0.707106781186547 0
"23" -0.707106781186547 0.707106781186547 0 0
"24" 0.707106781186547 0 0 -0.707106781186547
"25" 0.707106781186547 0 -0.707106781186547 0
"26" 0.707106781186547 -0.707106781186547 0 0
"27" 0 0 0.707106781186547 0.707106781186547
"28" 0 0.707106781186547 0 0.707106781186547
"29" 0 0.707106781186547 0.707106781186547 0
"30" 0.707106781186547 0 0 0.707106781186547
"31" 0.707106781186547 0 0.707106781186547 0
"32" 0.707106781186547 0.707106781186547 0 0
"33" -0.353553390593274 -0.353553390593274 -0.353553390593274 -0.790569415042095
"34" -0.353553390593274 -0.353553390593274 -0.790569415042095 -0.353553390593274
"35" -0.353553390593274 -0.790569415042095 -0.353553390593274 -0.353553390593274
"36" -0.790569415042095 -0.353553390593274 -0.353553390593274 -0.353553390593274
"37" -0.353553390593274 -0.353553390593274 -0.353553390593274 0.790569415042095
"38" -0.353553390593274 -0.353553390593274 0.790569415042095 -0.353553390593274
"39" -0.353553390593274 0.790569415042095 -0.353553390593274 -0.353553390593274
"40" 0.790569415042095 -0.353553390593274 -0.353553390593274 -0.353553390593274
"41" -0.353553390593274 -0.353553390593274 0.353553390593274 -0.790569415042095
"42" -0.353553390593274 -0.353553390593274 -0.790569415042095 0.353553390593274
"43" -0.353553390593274 0.353553390593274 -0.353553390593274 -0.790569415042095
"44" -0.353553390593274 0.353553390593274 -0.790569415042095 -0.353553390593274
"45" -0.353553390593274 -0.790569415042095 -0.353553390593274 0.353553390593274
"46" -0.353553390593274 -0.790569415042095 0.353553390593274 -0.353553390593274
"47" 0.353553390593274 -0.353553390593274 -0.353553390593274 -0.790569415042095
"48" 0.353553390593274 -0.353553390593274 -0.790569415042095 -0.353553390593274
"49" 0.353553390593274 -0.790569415042095 -0.353553390593274 -0.353553390593274
"50" -0.790569415042095 -0.353553390593274 -0.353553390593274 0.353553390593274
"51" -0.790569415042095 -0.353553390593274 0.353553390593274 -0.353553390593274
"52" -0.790569415042095 0.353553390593274 -0.353553390593274 -0.353553390593274
"53" -0.353553390593274 -0.353553390593274 0.353553390593274 0.790569415042095
"54" -0.353553390593274 -0.353553390593274 0.790569415042095 0.353553390593274
"55" -0.353553390593274 0.353553390593274 -0.353553390593274 0.790569415042095
"56" -0.353553390593274 0.353553390593274 0.790569415042095 -0.353553390593274
"57" -0.353553390593274 0.790569415042095 -0.353553390593274 0.353553390593274
"58" -0.353553390593274 0.790569415042095 0.353553390593274 -0.353553390593274
"59" 0.353553390593274 -0.353553390593274 -0.353553390593274 0.790569415042095
"60" 0.353553390593274 -0.353553390593274 0.790569415042095 -0.353553390593274
"61" 0.353553390593274 0.790569415042095 -0.353553390593274 -0.353553390593274
